sample,response
sample138,5.2642785205335905
sample139,-5.904395525007523
sample140,-1.8724991634982056
sample141,3.985990508676586
sample142,-2.1918773068706288
sample143,-8.791415671691922
sample144,-10.441662132918188
sample145,-8.911607655400564
sample146,-4.80130195513295
sample147,8.424151670220587
sample148,3.001000098039768
sample149,2.8943825472229885
sample150,1.0143950721572108
sample151,-6.489007237534169
sample152,-7.7241139202759275
sample153,5.26705933470827
sample154,1.6067808145421107
sample155,-5.484664397770246
sample156,1.6094908265757688
sample157,0.06510305068797406
sample158,11.118346555272385
sample159,0.5510895194010161
sample160,-4.1310845494529564
sample161,-8.252603177801506
sample162,6.317958928432028
sample163,-1.7290022008379493
sample164,-7.549586039150104
sample165,-16.888144564406666
sample166,3.0146284452972263
sample167,-6.084923597969029
sample168,6.655485973685019
sample169,-13.445099423400489
sample170,-6.478663096596983
sample171,3.5914498149076497
sample172,8.11958022325308
sample173,-3.396595873090044
sample174,-5.444833256522523
sample175,-4.228017335103257
sample176,3.030148997818026
sample177,11.242818599071846
sample178,-3.512762170146251
sample179,-4.039896441945337
sample180,-1.8118622201884995
sample181,-7.288949080644577
sample182,0.8896650959659274
sample183,0.6898410913960449
sample184,4.193278171497106
sample185,-11.066458769097661
sample186,-0.9867489336042323
sample187,-11.645637363980988
sample188,1.2834868432025113
sample189,6.703826271303071
sample190,10.751457801932844
sample191,12.396786560947602
sample192,13.090393370164346
sample193,8.779472130469674
sample194,-5.623451592900526
sample195,-9.309233313619455
sample196,-2.311136874193225
sample197,4.164741497229192
sample198,-2.6410815263593737
sample199,7.023825033168436
sample200,13.48675901636625
sample201,9.580530332842315
sample202,-9.25958064393161
sample203,-4.6342118567499835
sample204,3.1522056507852643
sample205,-6.857971326768842
sample206,0.11976730676528557
sample207,-2.411799954756411
sample208,1.3165475136750824
sample209,-5.939590716004539
sample210,-6.095013519195539
sample211,-2.9479139740195754
sample212,8.955938915133657
sample213,-5.871508785507306
sample214,-8.032961218709154
sample215,1.5800356414965695
sample216,4.390441055448013
sample217,-3.763814047775806
sample218,11.50155521031722
sample219,18.93778668991678
sample220,4.2864506933179545
sample221,-6.805952298855242
sample222,12.116622564100798
sample223,-2.9701285106571946
sample224,-0.06888459357652144
sample225,7.5023638168036015
sample226,-5.1515915254753155
sample227,-3.796325628317015
sample228,-5.036477945691864
sample229,5.567847469901505
sample230,-6.4447040645129965
sample231,-1.3081051448996464
sample232,19.687371349966284
sample233,5.667689323295708
sample234,0.14625923356348386
sample235,-10.103257791681147
sample236,-7.576629560691474
sample237,8.879297573058048
sample238,-10.717290529862591
sample239,2.3657999328827497
sample240,-14.15928402296053
sample241,-3.102438004635802
sample242,2.399989013750395
sample243,11.158853542324687
sample244,-0.17643003448908168
sample245,0.10753427960300499
sample246,-13.604406576254103
sample247,-3.7555430369583025
sample248,9.938380122454813
sample249,3.0298377705367496
sample250,0.970393979039724
sample251,-1.9948732273017944
sample252,-3.508325018719173
sample253,17.15167754954307
sample254,19.188606993299743
sample255,4.950905303298
sample256,6.589548289106631
sample257,3.1651680943309106
sample258,4.362925062679439
sample259,-7.257426165887818
sample260,4.459246446555455
sample261,-8.38123640033145
sample262,18.997017529747556
sample263,11.963596345130815
sample264,-6.323451949366429
sample265,12.930027232054059
sample266,3.211280712581149
sample267,0.7873006880499636
sample268,5.143254680821065
sample269,-5.635564912529841
sample270,-2.6413712458125085
sample271,-1.9589993748765648
sample272,6.677373955093195
sample273,7.823302309791596
sample274,9.199967425291423
sample275,-20.057177412060998
sample276,5.546319317818114
sample277,10.282674491886
sample278,-0.6001615075581136
sample279,8.41517644139618
sample280,-9.15495965580606
sample281,2.0193564809685762
sample282,-5.0909524978544205
sample283,1.8085685408331784
sample284,-0.15173334408941527
sample285,13.391883285302164
sample286,-5.279903215433526
sample287,2.464172271392337
sample288,-11.69411878667096
sample289,10.736743710266383
sample290,0.19302484010549192
sample291,-2.809678138848471
sample292,7.979111453576161
sample293,1.3728321754262915
sample294,-3.6097782836187955
sample295,-7.498437768238839
sample296,9.909105476434922
sample297,7.640789810028866
sample298,-3.831000110786946
sample299,10.541814094759696
